,dtime,p_sfc,rh_2,t_2,tdew2m,wdir_70,wspd_70
5104,2021-02-23 04:00:00,1008.338,77.578,14.638,10.762,21.437,8.704
5105,2021-02-23 04:15:00,1008.372,78.284,14.585,10.847,21.999,9.114
5106,2021-02-23 04:30:00,1008.419,79.101,14.509,10.928,22.453,9.51
5107,2021-02-23 04:45:00,1008.486,79.975,14.407,10.995,22.733,9.863
5108,2021-02-23 05:00:00,1008.583,80.856,14.278,11.035,22.778,10.147
5109,2021-02-23 05:15:00,1008.718,81.697,14.122,11.039,22.567,10.341
5110,2021-02-23 05:30:00,1008.881,82.471,13.952,11.014,22.203,10.466
5111,2021-02-23 05:45:00,1009.061,83.154,13.78,10.97,21.816,10.551
5112,2021-02-23 06:00:00,1009.247,83.724,13.621,10.918,21.534,10.624
5113,2021-02-23 06:15:00,1009.428,84.152,13.488,10.865,21.454,10.705
5114,2021-02-23 06:30:00,1009.604,84.382,13.397,10.818,21.56,10.783
5115,2021-02-23 06:45:00,1009.776,84.353,13.361,10.777,21.805,10.84
5116,2021-02-23 07:00:00,1009.945,84.002,13.395,10.747,22.15,10.856
5117,2021-02-23 07:15:00,1010.113,83.298,13.507,10.728,22.559,10.821
5118,2021-02-23 07:30:00,1010.279,82.331,13.674,10.715,23.005,10.754
5119,2021-02-23 07:45:00,1010.444,81.224,13.868,10.701,23.457,10.684
5120,2021-02-23 08:00:00,1010.609,80.097,14.06,10.68,23.88,10.639
5121,2021-02-23 08:15:00,1010.774,79.051,14.227,10.646,24.245,10.639
5122,2021-02-23 08:30:00,1010.934,78.101,14.37,10.604,24.569,10.672
5123,2021-02-23 08:45:00,1011.082,77.242,14.497,10.561,24.88,10.721
5124,2021-02-23 09:00:00,1011.213,76.466,14.615,10.523,25.213,10.765
5125,2021-02-23 09:15:00,1011.32,75.769,14.73,10.496,25.585,10.791
5126,2021-02-23 09:30:00,1011.394,75.149,14.841,10.48,25.967,10.803
5127,2021-02-23 09:45:00,1011.426,74.605,14.946,10.473,26.31,10.809
5128,2021-02-23 10:00:00,1011.405,74.137,15.044,10.473,26.569,10.818
5129,2021-02-23 10:15:00,1011.327,73.74,15.133,10.479,26.708,10.833
5130,2021-02-23 10:30:00,1011.2,73.401,15.218,10.491,26.742,10.851
5131,2021-02-23 10:45:00,1011.036,73.103,15.301,10.51,26.698,10.861
5132,2021-02-23 11:00:00,1010.849,72.829,15.386,10.536,26.604,10.855
5133,2021-02-23 11:15:00,1010.649,72.563,15.477,10.568,26.492,10.829
5134,2021-02-23 11:30:00,1010.448,72.287,15.568,10.599,26.425,10.794
5135,2021-02-23 11:45:00,1010.255,71.985,15.653,10.618,26.472,10.764
5136,2021-02-23 12:00:00,1010.079,71.639,15.728,10.617,26.702,10.756
5137,2021-02-23 12:15:00,1009.926,71.243,15.785,10.589,27.157,10.78
5138,2021-02-23 12:30:00,1009.787,70.826,15.823,10.537,27.774,10.829
5139,2021-02-23 12:45:00,1009.648,70.425,15.84,10.467,28.462,10.894
5140,2021-02-23 13:00:00,1009.495,70.081,15.832,10.387,29.137,10.962
5141,2021-02-23 13:15:00,1009.321,69.832,15.8,10.303,29.731,11.021
5142,2021-02-23 13:30:00,1009.137,69.722,15.741,10.224,30.227,11.063
5143,2021-02-23 13:45:00,1008.96,69.796,15.657,10.16,30.623,11.078
5144,2021-02-23 14:00:00,1008.807,70.099,15.548,10.119,30.917,11.06
5145,2021-02-23 14:15:00,1008.692,70.649,15.416,10.107,31.104,11.003
5146,2021-02-23 14:30:00,1008.61,71.364,15.268,10.116,31.179,10.925
5147,2021-02-23 14:45:00,1008.555,72.139,15.115,10.131,31.135,10.845
5148,2021-02-23 15:00:00,1008.52,72.866,14.966,10.138,30.965,10.783
5149,2021-02-23 15:15:00,1008.5,73.465,14.828,10.129,30.669,10.755
5150,2021-02-23 15:30:00,1008.497,73.973,14.695,10.105,30.284,10.757
5151,2021-02-23 15:45:00,1008.513,74.451,14.56,10.07,29.852,10.777
5152,2021-02-23 16:00:00,1008.553,74.963,14.414,10.03,29.416,10.806
5153,2021-02-23 16:15:00,1008.618,75.561,14.25,9.991,29.015,10.835
5154,2021-02-23 16:30:00,1008.698,76.253,14.072,9.956,28.679,10.863
5155,2021-02-23 16:45:00,1008.785,77.038,13.887,9.929,28.437,10.889
5156,2021-02-23 17:00:00,1008.866,77.911,13.699,9.915,28.316,10.915
5157,2021-02-23 17:15:00,1008.935,78.859,13.516,9.917,28.331,10.94
5158,2021-02-23 17:30:00,1008.996,79.807,13.348,9.931,28.438,10.969
5159,2021-02-23 17:45:00,1009.059,80.673,13.205,9.954,28.578,11.005
5160,2021-02-23 18:00:00,1009.133,81.369,13.099,9.98,28.696,11.05
5161,2021-02-23 18:15:00,1009.223,81.836,13.036,10.005,28.744,11.107
5162,2021-02-23 18:30:00,1009.329,82.114,13.007,10.026,28.721,11.17
5163,2021-02-23 18:45:00,1009.447,82.265,12.996,10.043,28.637,11.235
5164,2021-02-23 19:00:00,1009.573,82.355,12.989,10.053,28.499,11.293
5165,2021-02-23 19:15:00,1009.704,82.438,12.976,10.054,28.314,11.341
5166,2021-02-23 19:30:00,1009.831,82.523,12.956,10.05,28.072,11.378
5167,2021-02-23 19:45:00,1009.949,82.611,12.932,10.043,27.762,11.404
5168,2021-02-23 20:00:00,1010.049,82.703,12.91,10.038,27.371,11.42
5169,2021-02-23 20:15:00,1010.125,82.797,12.89,10.035,26.896,11.427
5170,2021-02-23 20:30:00,1010.179,82.886,12.872,10.034,26.368,11.431
5171,2021-02-23 20:45:00,1010.216,82.962,12.855,10.031,25.825,11.437
5172,2021-02-23 21:00:00,1010.238,83.017,12.837,10.024,25.309,11.449
5173,2021-02-23 21:15:00,1010.25,83.04,12.819,10.01,24.847,11.469
5174,2021-02-23 21:30:00,1010.252,83.01,12.802,9.988,24.41,11.477
5175,2021-02-23 21:45:00,1010.246,82.904,12.792,9.959,23.953,11.452
5176,2021-02-23 22:00:00,1010.232,82.698,12.792,9.922,23.424,11.371
5177,2021-02-23 22:15:00,1010.211,82.377,12.806,9.878,22.782,11.221
5178,2021-02-23 22:30:00,1010.184,81.951,12.83,9.823,22.043,11.028
5179,2021-02-23 22:45:00,1010.154,81.439,12.857,9.757,21.242,10.824
5180,2021-02-23 23:00:00,1010.121,80.859,12.884,9.676,20.429,10.642
5181,2021-02-23 23:15:00,1010.087,80.233,12.905,9.58,19.656,10.508
5182,2021-02-23 23:30:00,1010.047,79.591,12.923,9.479,18.943,10.413
5183,2021-02-23 23:45:00,1009.997,78.967,12.943,9.381,18.297,10.341
5184,2021-02-24 00:00:00,1010.491,82.73,12.209,9.358,22.782,10.981
5185,2021-02-24 00:15:00,1010.359,82.631,12.179,9.31,21.561,10.869
5186,2021-02-24 00:30:00,1010.217,82.317,12.15,9.226,20.172,10.749
5187,2021-02-24 00:45:00,1010.072,81.869,12.12,9.115,18.672,10.621
5188,2021-02-24 01:00:00,1009.93,81.366,12.083,8.988,17.121,10.483
5189,2021-02-24 01:15:00,1009.796,80.871,12.038,8.853,15.582,10.334
5190,2021-02-24 01:30:00,1009.666,80.399,11.99,8.72,14.142,10.186
5191,2021-02-24 01:45:00,1009.538,79.95,11.947,8.595,12.902,10.05
5192,2021-02-24 02:00:00,1009.405,79.523,11.917,8.487,11.973,9.936
5193,2021-02-24 02:15:00,1009.266,79.117,11.906,8.401,11.434,9.853
5194,2021-02-24 02:30:00,1009.122,78.733,11.913,8.335,11.198,9.795
5195,2021-02-24 02:45:00,1008.978,78.371,11.932,8.286,11.127,9.754
5196,2021-02-24 03:00:00,1008.838,78.029,11.96,8.249,11.082,9.724
5197,2021-02-24 03:15:00,1008.707,77.706,11.995,8.222,10.966,9.698
5198,2021-02-24 03:30:00,1008.588,77.396,12.035,8.202,10.883,9.676
5199,2021-02-24 03:45:00,1008.488,77.092,12.083,8.19,10.985,9.658
5200,2021-02-24 04:00:00,1008.412,76.784,12.138,8.184,11.427,9.642
5201,2021-02-24 04:15:00,1008.365,76.469,12.201,8.184,12.293,9.631
5202,2021-02-24 04:30:00,1008.347,76.155,12.267,8.188,13.387,9.625
5203,2021-02-24 04:45:00,1008.36,75.854,12.333,8.194,14.443,9.622
5204,2021-02-24 05:00:00,1008.403,75.579,12.392,8.198,15.195,9.619
5205,2021-02-24 05:15:00,1008.476,75.339,12.443,8.199,15.456,9.611
5206,2021-02-24 05:30:00,1008.57,75.143,12.488,8.205,15.34,9.602
5207,2021-02-24 05:45:00,1008.675,74.997,12.535,8.221,15.041,9.598
5208,2021-02-24 06:00:00,1008.782,74.907,12.589,8.256,14.753,9.607
5209,2021-02-24 06:15:00,1008.881,74.868,12.657,8.314,14.622,9.63
5210,2021-02-24 06:30:00,1008.97,74.82,12.744,8.389,14.603,9.648
5211,2021-02-24 06:45:00,1009.047,74.694,12.857,8.473,14.602,9.635
5212,2021-02-24 07:00:00,1009.11,74.419,13.0,8.556,14.526,9.568
5213,2021-02-24 07:15:00,1009.161,73.944,13.178,8.634,14.32,9.432
5214,2021-02-24 07:30:00,1009.207,73.303,13.389,8.708,14.097,9.265
5215,2021-02-24 07:45:00,1009.259,72.549,13.629,8.787,14.026,9.111
5216,2021-02-24 08:00:00,1009.325,71.736,13.894,8.875,14.287,9.019
5217,2021-02-24 08:15:00,1009.412,70.918,14.178,8.977,14.993,9.021
5218,2021-02-24 08:30:00,1009.508,70.153,14.462,9.088,15.987,9.095
5219,2021-02-24 08:45:00,1009.596,69.498,14.724,9.201,17.056,9.205
5220,2021-02-24 09:00:00,1009.658,69.013,14.943,9.306,18.006,9.311
5221,2021-02-24 09:15:00,1009.683,68.727,15.104,9.4,18.72,9.382
5222,2021-02-24 09:30:00,1009.675,68.559,15.233,9.487,19.291,9.428
5223,2021-02-24 09:45:00,1009.644,68.397,15.361,9.574,19.852,9.473
5224,2021-02-24 10:00:00,1009.599,68.13,15.522,9.669,20.529,9.538
5225,2021-02-24 10:15:00,1009.545,67.694,15.736,9.775,21.389,9.64
5226,2021-02-24 10:30:00,1009.476,67.199,15.972,9.891,22.302,9.764
5227,2021-02-24 10:45:00,1009.38,66.804,16.187,10.009,23.102,9.888
5228,2021-02-24 11:00:00,1009.248,66.665,16.34,10.124,23.641,9.986
5229,2021-02-24 11:15:00,1009.073,66.893,16.399,10.231,23.825,10.039
5230,2021-02-24 11:30:00,1008.863,67.409,16.387,10.334,23.757,10.057
5231,2021-02-24 11:45:00,1008.632,68.087,16.338,10.438,23.578,10.057
5232,2021-02-24 12:00:00,1008.394,68.803,16.288,10.547,23.432,10.056
5233,2021-02-24 12:15:00,1008.157,69.46,16.262,10.666,23.424,10.067
5234,2021-02-24 12:30:00,1007.923,70.086,16.247,10.788,23.511,10.088
5235,2021-02-24 12:45:00,1007.691,70.741,16.224,10.905,23.611,10.111
5236,2021-02-24 13:00:00,1007.458,71.482,16.17,11.009,23.646,10.131
5237,2021-02-24 13:15:00,1007.224,72.341,16.074,11.095,23.559,10.143
5238,2021-02-24 13:30:00,1006.997,73.242,15.956,11.167,23.379,10.148
5239,2021-02-24 13:45:00,1006.787,74.079,15.843,11.23,23.158,10.15
5240,2021-02-24 14:00:00,1006.602,74.75,15.764,11.292,22.947,10.153
5241,2021-02-24 14:15:00,1006.451,75.189,15.738,11.357,22.792,10.16
5242,2021-02-24 14:30:00,1006.332,75.488,15.742,11.422,22.714,10.17
5243,2021-02-24 14:45:00,1006.244,75.776,15.744,11.48,22.729,10.185
5244,2021-02-24 15:00:00,1006.184,76.184,15.711,11.528,22.852,10.204
5245,2021-02-24 15:15:00,1006.15,76.807,15.618,11.56,23.079,10.228
5246,2021-02-24 15:30:00,1006.135,77.601,15.477,11.578,23.332,10.257
5247,2021-02-24 15:45:00,1006.132,78.488,15.305,11.585,23.518,10.293
5248,2021-02-24 16:00:00,1006.134,79.39,15.124,11.582,23.542,10.337
5249,2021-02-24 16:15:00,1006.137,80.244,14.947,11.573,23.34,10.39
5250,2021-02-24 16:30:00,1006.14,81.052,14.783,11.564,22.953,10.46
5251,2021-02-24 16:45:00,1006.15,81.83,14.633,11.563,22.451,10.553
5252,2021-02-24 17:00:00,1006.168,82.598,14.503,11.576,21.905,10.678
5253,2021-02-24 17:15:00,1006.199,83.361,14.396,11.61,21.379,10.836
5254,2021-02-24 17:30:00,1006.243,84.088,14.313,11.66,20.925,11.006
5255,2021-02-24 17:45:00,1006.3,84.738,14.257,11.722,20.581,11.16
5256,2021-02-24 18:00:00,1006.369,85.267,14.231,11.792,20.384,11.27
5257,2021-02-24 18:15:00,1006.451,85.65,14.234,11.863,20.349,11.318
5258,2021-02-24 18:30:00,1006.541,85.924,14.255,11.932,20.422,11.314
5259,2021-02-24 18:45:00,1006.634,86.139,14.283,11.997,20.533,11.276
5260,2021-02-24 19:00:00,1006.726,86.349,14.303,12.053,20.612,11.224
5261,2021-02-24 19:15:00,1006.813,86.591,14.306,12.099,20.602,11.173
5262,2021-02-24 19:30:00,1006.894,86.853,14.295,12.134,20.499,11.129
5263,2021-02-24 19:45:00,1006.967,87.107,14.277,12.161,20.317,11.095
5264,2021-02-24 20:00:00,1007.034,87.328,14.26,12.183,20.067,11.074
5265,2021-02-24 20:15:00,1007.095,87.49,14.249,12.2,19.762,11.067
5266,2021-02-24 20:30:00,1007.15,87.582,14.248,12.215,19.413,11.063
5267,2021-02-24 20:45:00,1007.201,87.593,14.261,12.23,19.031,11.049
5268,2021-02-24 21:00:00,1007.251,87.516,14.293,12.247,18.623,11.01
5269,2021-02-24 21:15:00,1007.299,87.346,14.343,12.268,18.199,10.939
5270,2021-02-24 21:30:00,1007.336,87.112,14.407,12.29,17.787,10.845
5271,2021-02-24 21:45:00,1007.353,86.849,14.475,12.311,17.422,10.74
5272,2021-02-24 22:00:00,1007.339,86.59,14.54,12.329,17.143,10.639
5273,2021-02-24 22:15:00,1007.289,86.366,14.594,12.343,16.972,10.551
5274,2021-02-24 22:30:00,1007.212,86.19,14.636,12.353,16.857,10.471
5275,2021-02-24 22:45:00,1007.122,86.066,14.667,12.361,16.725,10.39
5276,2021-02-24 23:00:00,1007.032,86.004,14.687,12.37,16.501,10.301
5277,2021-02-24 23:15:00,1006.952,86.003,14.699,12.381,16.128,10.196
5278,2021-02-24 23:30:00,1006.877,86.038,14.707,12.395,15.652,10.081
5279,2021-02-24 23:45:00,1006.797,86.076,14.717,12.412,15.144,9.961
5280,2021-02-25 00:00:00,1006.249,91.003,14.749,13.295,13.961,9.869
5281,2021-02-25 00:15:00,1006.165,91.071,14.772,13.328,13.789,9.856
5282,2021-02-25 00:30:00,1006.074,91.092,14.802,13.362,13.618,9.833
5283,2021-02-25 00:45:00,1005.966,91.073,14.837,13.394,13.422,9.803
5284,2021-02-25 01:00:00,1005.836,91.024,14.875,13.423,13.175,9.768
5285,2021-02-25 01:15:00,1005.678,90.954,14.912,13.448,12.86,9.729
5286,2021-02-25 01:30:00,1005.506,90.867,14.95,13.471,12.492,9.686
5287,2021-02-25 01:45:00,1005.336,90.77,14.99,13.493,12.094,9.634
5288,2021-02-25 02:00:00,1005.182,90.667,15.032,13.518,11.686,9.571
5289,2021-02-25 02:15:00,1005.056,90.563,15.078,13.546,11.294,9.493
5290,2021-02-25 02:30:00,1004.947,90.461,15.126,13.575,10.943,9.402
5291,2021-02-25 02:45:00,1004.835,90.364,15.172,13.604,10.664,9.298
5292,2021-02-25 03:00:00,1004.704,90.273,15.214,13.63,10.488,9.182
5293,2021-02-25 03:15:00,1004.543,90.191,15.25,13.652,10.433,9.058
5294,2021-02-25 03:30:00,1004.369,90.112,15.282,13.67,10.452,8.93
5295,2021-02-25 03:45:00,1004.206,90.035,15.312,13.686,10.482,8.808
5296,2021-02-25 04:00:00,1004.076,89.955,15.341,13.701,10.453,8.698
5297,2021-02-25 04:15:00,1003.999,89.868,15.371,13.716,10.311,8.606
5298,2021-02-25 04:30:00,1003.966,89.775,15.404,13.733,10.07,8.531
5299,2021-02-25 04:45:00,1003.965,89.679,15.441,13.753,9.762,8.469
5300,2021-02-25 05:00:00,1003.984,89.579,15.483,13.777,9.421,8.416
5301,2021-02-25 05:15:00,1004.012,89.477,15.531,13.807,9.077,8.368
5302,2021-02-25 05:30:00,1004.043,89.374,15.581,13.839,8.74,8.323
5303,2021-02-25 05:45:00,1004.077,89.271,15.632,13.871,8.414,8.276
5304,2021-02-25 06:00:00,1004.109,89.167,15.679,13.899,8.103,8.225
5305,2021-02-25 06:15:00,1004.138,89.062,15.721,13.923,7.814,8.167
5306,2021-02-25 06:30:00,1004.165,88.949,15.762,13.944,7.57,8.093
5307,2021-02-25 06:45:00,1004.19,88.82,15.808,13.967,7.4,7.999
5308,2021-02-25 07:00:00,1004.215,88.668,15.864,13.995,7.334,7.876
5309,2021-02-25 07:15:00,1004.24,88.478,15.936,14.034,7.4,7.722
5310,2021-02-25 07:30:00,1004.267,88.205,16.033,14.082,7.618,7.548
5311,2021-02-25 07:45:00,1004.298,87.8,16.166,14.143,8.004,7.369
5312,2021-02-25 08:00:00,1004.332,87.211,16.346,14.215,8.575,7.202
5313,2021-02-25 08:15:00,1004.37,86.413,16.577,14.298,9.336,7.062
5314,2021-02-25 08:30:00,1004.41,85.48,16.842,14.39,10.251,6.958
5315,2021-02-25 08:45:00,1004.445,84.512,17.117,14.484,11.268,6.899
5316,2021-02-25 09:00:00,1004.471,83.609,17.38,14.577,12.32,6.893
5317,2021-02-25 09:15:00,1004.485,82.847,17.613,14.664,13.335,6.94
5318,2021-02-25 09:30:00,1004.483,82.214,17.817,14.744,14.244,7.006
5319,2021-02-25 09:45:00,1004.462,81.673,17.999,14.818,15.001,7.051
5320,2021-02-25 10:00:00,1004.42,81.187,18.164,14.886,15.579,7.033
5321,2021-02-25 10:15:00,1004.355,80.726,18.318,14.948,15.969,6.921
5322,2021-02-25 10:30:00,1004.263,80.283,18.466,15.006,16.217,6.735
5323,2021-02-25 10:45:00,1004.14,79.855,18.61,15.064,16.371,6.504
5324,2021-02-25 11:00:00,1003.983,79.441,18.754,15.123,16.479,6.258
5325,2021-02-25 11:15:00,1003.79,79.037,18.9,15.185,16.586,6.023
5326,2021-02-25 11:30:00,1003.569,78.626,19.047,15.247,16.714,5.805
5327,2021-02-25 11:45:00,1003.328,78.19,19.195,15.304,16.881,5.606
5328,2021-02-25 12:00:00,1003.076,77.708,19.341,15.349,17.106,5.425
5329,2021-02-25 12:15:00,1002.82,77.171,19.486,15.381,17.443,5.268
5330,2021-02-25 12:30:00,1002.558,76.609,19.624,15.401,18.082,5.143
5331,2021-02-25 12:45:00,1002.284,76.059,19.753,15.414,19.253,5.066
5332,2021-02-25 13:00:00,1001.993,75.56,19.87,15.424,21.161,5.052
5333,2021-02-25 13:15:00,1001.683,75.141,19.97,15.434,23.839,5.111
5334,2021-02-25 13:30:00,1001.368,74.789,20.055,15.442,26.86,5.21
5335,2021-02-25 13:45:00,1001.064,74.484,20.126,15.447,29.797,5.297
5336,2021-02-25 14:00:00,1000.789,74.205,20.186,15.447,32.363,5.316
5337,2021-02-25 14:15:00,1000.554,73.959,20.231,15.441,34.505,5.229
5338,2021-02-25 14:30:00,1000.355,73.862,20.241,15.432,36.713,5.09
5339,2021-02-25 14:45:00,1000.183,74.058,20.191,15.425,39.535,4.985
5340,2021-02-25 15:00:00,1000.027,74.694,20.057,15.425,43.351,5.008
5341,2021-02-25 15:15:00,999.883,75.853,19.823,15.435,47.975,5.228
5342,2021-02-25 15:30:00,999.762,77.386,19.517,15.447,52.33,5.57
5343,2021-02-25 15:45:00,999.68,79.085,19.173,15.455,55.689,5.899
5344,2021-02-25 16:00:00,999.651,80.741,18.83,15.449,57.779,6.068
5345,2021-02-25 16:15:00,999.686,82.196,18.515,15.425,58.554,5.97
5346,2021-02-25 16:30:00,999.763,83.492,18.225,15.387,58.329,5.658
5347,2021-02-25 16:45:00,999.855,84.721,17.949,15.342,57.379,5.232
5348,2021-02-25 17:00:00,999.934,85.976,17.675,15.299,55.999,4.793
5349,2021-02-25 17:15:00,999.982,87.311,17.398,15.264,54.528,4.418
5350,2021-02-25 17:30:00,1000.007,88.635,17.134,15.237,52.856,4.104
5351,2021-02-25 17:45:00,1000.028,89.815,16.905,15.218,50.651,3.829
5352,2021-02-25 18:00:00,1000.06,90.721,16.732,15.207,47.457,3.575
5353,2021-02-25 18:15:00,1000.12,91.275,16.63,15.203,42.85,3.338
5354,2021-02-25 18:30:00,1000.211,91.606,16.575,15.205,37.167,3.135
5355,2021-02-25 18:45:00,1000.334,91.896,16.536,15.215,31.2,2.978
5356,2021-02-25 19:00:00,1000.491,92.329,16.482,15.233,25.979,2.859
5357,2021-02-25 19:15:00,1000.681,93.031,16.39,15.258,22.366,2.752
5358,2021-02-25 19:30:00,1000.888,93.908,16.272,15.287,20.126,2.617
5359,2021-02-25 19:45:00,1001.096,94.811,16.15,15.315,18.613,2.417
5360,2021-02-25 20:00:00,1001.288,95.593,16.043,15.339,16.984,2.125
5361,2021-02-25 20:15:00,1001.448,96.14,15.969,15.355,14.147,1.734
5362,2021-02-25 20:30:00,1001.573,96.489,15.918,15.361,9.608,1.31
5363,2021-02-25 20:45:00,1001.659,96.71,15.878,15.356,3.648,0.936
5364,2021-02-25 21:00:00,1001.705,96.875,15.835,15.34,0.0,0.676
5365,2021-02-25 21:15:00,1001.713,97.043,15.78,15.311,7.097,0.569
5366,2021-02-25 21:30:00,1001.695,97.221,15.713,15.273,20.11,0.6
5367,2021-02-25 21:45:00,1001.669,97.404,15.64,15.229,27.588,0.692
5368,2021-02-25 22:00:00,1001.65,97.587,15.565,15.184,26.384,0.731
5369,2021-02-25 22:15:00,1001.65,97.764,15.492,15.14,13.978,0.661
5370,2021-02-25 22:30:00,1001.656,97.928,15.424,15.098,347.625,0.583
5371,2021-02-25 22:45:00,1001.649,98.072,15.361,15.058,314.953,0.637
5372,2021-02-25 23:00:00,1001.612,98.188,15.304,15.019,291.502,0.795
5373,2021-02-25 23:15:00,1001.531,98.272,15.253,14.982,276.251,0.937
5374,2021-02-25 23:30:00,1001.418,98.335,15.205,14.943,263.758,1.045
5375,2021-02-25 23:45:00,1001.29,98.391,15.152,14.9,252.148,1.149
5376,2021-02-26 00:00:00,1001.648,96.586,15.382,14.841,0.0,2.709
5377,2021-02-26 00:15:00,1001.556,96.676,15.304,14.779,359.202,2.484
5378,2021-02-26 00:30:00,1001.436,96.765,15.225,14.714,359.161,2.22
5379,2021-02-26 00:45:00,1001.3,96.831,15.154,14.653,359.58,1.938
5380,2021-02-26 01:00:00,1001.159,96.852,15.101,14.604,0.0,1.66
5381,2021-02-26 01:15:00,1001.022,96.814,15.073,14.571,359.732,1.401
5382,2021-02-26 01:30:00,1000.895,96.739,15.063,14.549,358.247,1.159
5383,2021-02-26 01:45:00,1000.779,96.655,15.061,14.533,354.792,0.931
5384,2021-02-26 02:00:00,1000.678,96.592,15.055,14.516,347.809,0.718
5385,2021-02-26 02:15:00,1000.593,96.574,15.037,14.496,333.823,0.531
5386,2021-02-26 02:30:00,1000.524,96.61,15.009,14.474,307.645,0.417
5387,2021-02-26 02:45:00,1000.466,96.703,14.978,14.458,275.046,0.438
5388,2021-02-26 03:00:00,1000.419,96.856,14.946,14.451,252.954,0.574
5389,2021-02-26 03:15:00,1000.378,97.069,14.919,14.457,241.32,0.756
5390,2021-02-26 03:30:00,1000.34,97.315,14.89,14.468,234.515,0.942
5391,2021-02-26 03:45:00,1000.301,97.563,14.853,14.47,229.454,1.11
5392,2021-02-26 04:00:00,1000.257,97.782,14.8,14.453,224.616,1.249
5393,2021-02-26 04:15:00,1000.206,97.951,14.731,14.41,219.537,1.355
5394,2021-02-26 04:30:00,1000.165,98.087,14.657,14.358,215.654,1.424
5395,2021-02-26 04:45:00,1000.151,98.215,14.596,14.318,214.646,1.442
5396,2021-02-26 05:00:00,1000.184,98.363,14.567,14.312,218.554,1.401
5397,2021-02-26 05:15:00,1000.275,98.548,14.582,14.356,229.55,1.334
5398,2021-02-26 05:30:00,1000.405,98.753,14.63,14.435,245.388,1.33
5399,2021-02-26 05:45:00,1000.546,98.95,14.695,14.531,260.327,1.425
5400,2021-02-26 06:00:00,1000.672,99.113,14.761,14.622,270.0,1.55
5401,2021-02-26 06:15:00,1000.765,99.221,14.817,14.695,273.822,1.612
5402,2021-02-26 06:30:00,1000.84,99.271,14.872,14.758,273.962,1.601
5403,2021-02-26 06:45:00,1000.921,99.267,14.939,14.824,272.162,1.55
5404,2021-02-26 07:00:00,1001.033,99.211,15.031,14.908,270.0,1.497
5405,2021-02-26 07:15:00,1001.192,99.089,15.162,15.021,268.957,1.462
5406,2021-02-26 07:30:00,1001.38,98.814,15.34,15.156,268.978,1.434
5407,2021-02-26 07:45:00,1001.573,98.28,15.574,15.304,269.516,1.392
5408,2021-02-26 08:00:00,1001.744,97.383,15.872,15.458,270.0,1.316
5409,2021-02-26 08:15:00,1001.876,96.05,16.238,15.608,269.802,1.193
5410,2021-02-26 08:30:00,1001.973,94.337,16.658,15.744,268.154,1.047
5411,2021-02-26 08:45:00,1002.049,92.329,17.113,15.859,263.885,0.915
5412,2021-02-26 09:00:00,1002.115,90.114,17.583,15.943,255.928,0.838
5413,2021-02-26 09:15:00,1002.181,87.794,18.05,15.991,245.256,0.854
5414,2021-02-26 09:30:00,1002.233,85.526,18.485,16.007,234.174,0.932
5415,2021-02-26 09:45:00,1002.257,83.482,18.863,15.999,222.954,1.029
5416,2021-02-26 10:00:00,1002.235,81.835,19.154,15.976,210.011,1.111
5417,2021-02-26 10:15:00,1002.156,80.703,19.342,15.945,193.87,1.195
5418,2021-02-26 10:30:00,1002.03,79.982,19.456,15.916,177.359,1.341
5419,2021-02-26 10:45:00,1001.867,79.515,19.535,15.899,164.225,1.556
5420,2021-02-26 11:00:00,1001.682,79.143,19.618,15.903,155.818,1.786
5421,2021-02-26 11:15:00,1001.486,78.753,19.731,15.935,151.458,1.97
5422,2021-02-26 11:30:00,1001.284,78.412,19.85,15.983,148.879,2.101
5423,2021-02-26 11:45:00,1001.079,78.232,19.937,16.032,146.325,2.194
5424,2021-02-26 12:00:00,1000.875,78.322,19.955,16.068,142.53,2.279
5425,2021-02-26 12:15:00,1000.674,78.759,19.878,16.08,136.958,2.39
5426,2021-02-26 12:30:00,1000.477,79.469,19.725,16.071,130.819,2.54
5427,2021-02-26 12:45:00,1000.281,80.341,19.528,16.052,125.414,2.715
5428,2021-02-26 13:00:00,1000.087,81.267,19.321,16.03,121.584,2.885
5429,2021-02-26 13:15:00,999.894,82.139,19.131,16.011,119.525,3.016
5430,2021-02-26 13:30:00,999.711,82.862,18.976,15.996,118.211,3.108
5431,2021-02-26 13:45:00,999.545,83.34,18.87,15.983,116.533,3.174
5432,2021-02-26 14:00:00,999.407,83.482,18.828,15.969,113.515,3.238
5433,2021-02-26 14:15:00,999.304,83.263,18.851,15.952,108.611,3.325
5434,2021-02-26 14:30:00,999.241,82.943,18.89,15.933,102.523,3.444
5435,2021-02-26 14:45:00,999.223,82.85,18.886,15.911,96.116,3.585
5436,2021-02-26 15:00:00,999.255,83.313,18.775,15.886,90.0,3.722
5437,2021-02-26 15:15:00,999.338,84.55,18.517,15.858,84.404,3.822
5438,2021-02-26 15:30:00,999.467,86.341,18.149,15.821,79.071,3.883
5439,2021-02-26 15:45:00,999.634,88.359,17.727,15.77,73.722,3.914
5440,2021-02-26 16:00:00,999.832,90.272,17.307,15.697,68.159,3.93
5441,2021-02-26 16:15:00,1000.05,91.818,16.935,15.6,62.344,3.949
5442,2021-02-26 16:30:00,1000.275,93.004,16.615,15.484,56.679,3.988
5443,2021-02-26 16:45:00,1000.491,93.9,16.339,15.357,51.709,4.054
5444,2021-02-26 17:00:00,1000.683,94.58,16.099,15.228,47.959,4.14
