dtime,p_sfc,rh_2,t_2,tdew2m,wdir_70,wspd_70,power
2021-01-01 00:00:00,1.8790437637883488,-2.029337507871672,-2.4739094040392713,-2.6201871719701892,1.393605897698851,0.5445311903465312,-0.8710677895971183
2021-01-01 00:15:00,1.87445861124408,-2.0363196620539843,-2.473256263556357,-2.622075182657837,1.397809316649274,0.528309742528029,-0.8710677895971183
2021-01-01 00:30:00,1.8726027161666632,-2.04132859874999,-2.472603123073442,-2.6232968366321976,1.4019026023520869,0.511383014369592,-0.8710677895971183
2021-01-01 00:45:00,1.8727118864653334,-2.0433777092165384,-2.4720806106871107,-2.6235189555366265,1.4052433108629034,0.4926930853613179,-0.8710677895971183
2021-01-01 01:00:00,1.8740219300493994,-2.04163217067096,-2.4719499825905276,-2.6228525988233393,1.407216531549237,0.4711820349933043,-0.8710677895971183
2021-01-01 01:15:00,1.875768654828171,-2.0354848392713163,-2.4724724949768593,-2.6211867070401205,1.407372553650017,0.44649722309558393,-0.8710677895971183
2021-01-01 01:30:00,1.8767511875162268,-2.025846430780516,-2.473648147846106,-2.6187433990913993,1.4061794434675825,0.42040185051799334,-0.8710677895971183
2021-01-01 01:45:00,1.875877825126841,-2.0140830188429257,-2.4752156850051,-2.615966912786034,1.4043714226526627,0.39571703862027297,-0.8710677895971183
2021-01-01 02:00:00,1.8718385240759476,-2.0014847841226677,-2.477044478357261,-2.6130793670284556,1.4027102461678889,0.3749112685921941,-0.8710677895971183
2021-01-01 02:15:00,1.863978262571501,-1.988962442382652,-2.479134527902587,-2.610413940175305,1.4018291801870142,0.35974774128359427,-0.8710677895971183
2021-01-01 02:30:00,1.8531704030029117,-1.9762124217019088,-2.481093949351331,-2.60763745386994,1.4017924691044776,0.3477579755047015,-0.8710677895971183
2021-01-01 02:45:00,1.8410524998502562,-1.9626275782384976,-2.482661486510326,-2.604194610851288,1.4024991574433041,0.3354155695558411,-0.8710677895971183
2021-01-01 03:00:00,1.829152937294916,-1.947676661130721,-2.483575883186406,-2.599752232762704,1.4038482897265188,0.31919412173733896,-0.8710677895971183
2021-01-01 03:15:00,1.8186725886223372,-1.9309043124971246,-2.483706511282989,-2.5941992601519743,1.4057389104771454,0.2973304311993581,-0.8710677895971183
2021-01-01 03:30:00,1.8100481350271997,-1.9135248200215875,-2.4833146269932405,-2.588090990280172,1.4080425309063074,0.2719403389617026,-0.8710677895971183
2021-01-01 03:45:00,1.803388746808174,-1.8971319362892034,-2.483445255089823,-2.582649077121657,1.4106306622251263,0.24760816723394946,-0.8710677895971183
2021-01-01 04:00:00,1.7990219348612453,-1.883091734944337,-2.4846209079590693,-2.578761996294146,1.4133289267915548,0.22856559805570778,-0.8710677895971183
2021-01-01 04:15:00,1.7968385288877935,-1.8723149317498995,-2.4872334698907275,-2.577207163963142,1.4159537691929105,0.21692847244678223,-0.8710677895971183
2021-01-01 04:30:00,1.7966201882904533,-1.862904202199827,-2.4908910565950486,-2.576985045058713,1.4184409450347546,0.2095230288774661,-0.8710677895971183
2021-01-01 04:45:00,1.7981485724718844,-1.8523550779461166,-2.494679271395953,-2.57642974779764,1.4207537432345505,0.2003543844583128,-0.8710677895971183
2021-01-01 05:00:00,1.801096170536027,-1.8381630906407656,-2.497814345713943,-2.5743196182055623,1.4228921637922984,0.18413293663981062,-0.8710677895971183
2021-01-01 05:15:00,1.8050263012882504,-1.8182791298172254,-2.500035023355852,-2.569433002308121,1.4248470289373636,0.15768492389225278,-0.8710677895971183
2021-01-01 05:30:00,1.809174772637814,-1.7930067673964667,-2.5018638167080125,-2.5625473162708157,1.4266183386697473,0.12277354706547676,-0.8710677895971183
2021-01-01 05:45:00,1.812886562792697,-1.7629531472204287,-2.504215122446505,-2.5545510357113654,1.428160204136278,0.0839831283690586,-0.8710677895971183
2021-01-01 06:00:00,1.8153974796621593,-1.7288771990915377,-2.508264593440575,-2.546665814604129,1.4294175587131512,0.04519270967264042,-0.8710677895971183
2021-01-01 06:15:00,1.8161616717528748,-1.691993210693673,-2.5140122296902225,-2.5395580096623953,1.430234380299587,0.009928692675896855,-0.8710677895971183
2021-01-01 06:30:00,1.8159433311555346,-1.656323509979689,-2.519106725456956,-2.5321170263640176,1.4300875359694412,-0.024277403810944672,-0.8710677895971183
2021-01-01 06:45:00,1.8155066499608294,-1.626345782783894,-2.5198904940364537,-2.5231212107346357,1.4283070484664235,-0.059188780637720685,-0.8710677895971183
2021-01-01 07:00:00,1.8158341608568398,-1.606461821960354,-2.5132284611107254,-2.5113489087998886,1.4241770516810737,-0.09833183950410641,-0.8710677895971183
2021-01-01 07:15:00,1.817471715336941,-1.60092163440265,-2.4965080647481135,-2.4960227043942753,1.417394679182466,-0.14241186075003603,-0.8710677895971183
2021-01-01 07:30:00,1.8204193134011086,-1.6126091533599975,-2.471558098300779,-2.4795859054665157,1.4096669963085446,-0.18931300335570514,-0.8710677895971183
2021-01-01 07:45:00,1.8240219332572967,-1.6438770612199156,-2.4407298675072138,-2.4649260577741896,1.4034536455892521,-0.2358615057914067,-0.8710677895971183
2021-01-01 08:00:00,1.8279520640095202,-1.697229826330407,-2.4067665623956587,-2.4551528259793054,1.4015354915267229,-0.27888360652743394,-0.8710677895971183
2021-01-01 08:15:00,1.8317730244630732,-1.773350485513654,-2.3716276044148574,-2.4523763396739406,1.4062712211739237,-0.3173213850538846,-0.8710677895971183
2021-01-01 08:30:00,1.8354848146179314,-1.8651809916071027,-2.3360967621443076,-2.4548196476226614,1.4171835904578813,-0.35329068239056327,-0.8710677895971183
2021-01-01 08:45:00,1.8389782641754744,-1.9636141869816501,-2.300435291777175,-2.459928382424533,1.4330794891961613,-0.3906705404071115,-0.8710677895971183
2021-01-01 09:00:00,1.8422533731356523,-2.0597705929489227,-2.264904449506625,-2.4650371172264043,1.4527566294356942,-0.432987360803204,-0.8710677895971183
2021-01-01 09:15:00,1.8450918009011248,-2.146060911484667,-2.2300267477189895,-2.4680357224361984,1.4752788785718018,-0.4834149051085474,-0.8710677895971183
2021-01-01 09:30:00,1.8458559929918403,-2.220815497023549,-2.196063442607435,-2.4684799602450567,1.5000221482013645,-0.5405426126432722,-0.8710677895971183
2021-01-01 09:45:00,1.8427992246290028,-2.2836548846643545,-2.1639289308480403,-2.4664808901051942,1.5263439943799937,-0.6029599227275085,-0.8710677895971183
